ICN,Incident_Date,Date_Stamp,Subject,Country,ISO-3166-2,City,Geocode,Geocode_Anchor,Incident_Group_Type,Summary,Related_Term,Incident_Victims_Dead,Incident_Victims_Hostaged,Incident_Victims_Wounded,Incident_Included_Victims,Weapon,Event_Type,Geocode_Has_Value,Province_State,Assassination,IED,Incident_Day,Incident_Month,Month_Number,Incident_Year
201014114,5-Sep-10,2010-09-05,"Police checkpoint targeted by suspected Taliban in Arghandab, Kandahar, Afghanistan",Afghanistan,AF,Arghandab,"31.655832,65.650833","Arghandaw, Kandahar, Afghanistan,",Islamic Extremist (Sunni),"On 5 September 2010, in Arghandab, Kandahar, Afghanistan, assailants attacked a police checkpoint by unknown means, causing no injuries or damage.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","Arghandab, checkpoint, Kandahar, means, police checkpoint, Taliban, unknown means",0,0,0,Yes,Unknown,Unknown,Yes,Kandahar,No,No,5,Sep,9,2010
201011393,6-Jul-10,2010-07-06,"4 private security guards killed, 3 others wounded in IED attack by Taliban near Rabat-i-Sangi-Pa'in, Herat, Afghanistan",Afghanistan,AF,Rabat-i-Sangi-Pa'in,"34.798058,62.138889","Robat-e Sangi-ye Pa'in, Herat, Afghanistan,",Islamic Extremist (Sunni),"On 6 July 2010, near Band-e Bagharch, Rabat-i-Sangi-Pa'in, Herat, Afghanistan, assailants detonated an improvised explosive device (IED) near a private security patrol vehicle on the Herat-to-Towraghondi highway, killing four security guards, injuring three others, and damaging the vehicle.  The Taliban claimed responsibility.","Band, Herat, highway, patrol vehicle, private security, private security patrol, Rabat, security, security patrol, Towraghondi",4,0,3,Yes,"Explosive, IED",Bombing,Yes,Herat,No,Yes,6,Jul,7,2010
201014461,13-Sep-10,2010-09-13,"Police chief targeted by Taliban in Baghlan-e Jadid, Baghlan, Afghanistan",Afghanistan,AF,Baghlan-e Jadid,"35.750000,69.000000","Baghlan, Afghanistan,",Islamic Extremist (Sunni),"On 13 September 2010, in Baghlan-e Jadid, Baghlan, Afghanistan, assailants attacked the convoy of the Kondoz province police chief by unknown means, causing no injuries or damage.  The Taliban claimed responsibility.","Baghlan, chief, Kondoz, police chief, province, province police",0,0,0,Yes,Unknown,Unknown,Yes,Baghlan,No,No,13,Sep,9,2010
201014732,23-Sep-10,2010-09-23,"1 civilian killed by suspected Taliban in Shah Juy, Zabol, Afghanistan",Afghanistan,AF,Shah Juy,"32.521110,67.415001","Shah Juy, Zabol, Afghanistan,",Islamic Extremist (Sunni),"On 23 September 2010, in Shah Juy, Zabol, Afghanistan, assailants killed one civilian by unknown means.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","means, Shah Juy, Taliban, unknown means, Zabol",1,0,0,Yes,Unknown,Unknown,Yes,Zabol,No,No,23,Sep,9,2010
201011116,22-Jun-10,2010-06-22,"1 government employee killed in armed attack in Morghab, Badghis, Afghanistan",Afghanistan,AF,Morghab,"35.583057,63.327778","Morghab, Badghis, Afghanistan,",Islamic Extremist (Sunni),"On 22 June 2010, in Morghab, Badghis, Afghanistan, assailants fired on a logistical convoy, killing one driver and damaging one vehicle.  No group claimed responsibility.","Badghis, convoy, driver, logistical convoy, Morghab",1,0,0,Yes,Firearm,Armed Attack,Yes,Badghis,No,No,22,Jun,6,2010
201006417,7-Feb-10,2010-02-07,"2 police officers wounded in IED attack in Jaghatu, Ghazni, Afghanistan",Afghanistan,AF,Jaghatu,"33.577778,68.185554","Jaghatuy Ghazni, Ghazni, Afghanistan,",Islamic Extremist (Sunni),"On or about 7 February 2010, in Jaghatu, Ghazni, Afghanistan, assailants detonated improvised explosive device (IED) targeting police officers, wounding two police officers.  No group claimed responsibility.","Ghazni, Jaghatu, officers, police officers, targeting, targeting police, targeting police officers",0,0,2,Yes,"Explosive, IED",Bombing,Yes,Ghazni,No,Yes,7,Feb,2,2010
201006274,28-Feb-10,2010-02-28,"2 vehicles damaged in armed attack and arson in Tarin Kowt, Oruzgan, Afghanistan",Afghanistan,AF,Tarin Kowt,"32.628613,65.877502","Tarin Kowt, Oruzgan, Afghanistan,",Islamic Extremist (Sunni),"On 28 February 2010, in Tana, Tarin Kowt, Oruzgan, Afghanistan, armed assailants fired upon two vehicles then set fire to both vehicles, damaging the vehicles but causing no injuries.  No group claimed responsibility.","fire, Oruzgan, Tarin Kowt, vehicle",0,0,0,No,"Firearm, Firebomb/Incendiary","Armed Attack, Arson/Firebombing",Yes,Oruzgan,No,No,28,Feb,2,2010
201007974,13-Apr-10,2010-04-13,"2 civilians wounded in landmine explosion in Khash Rud, Nimruz, Afghanistan",Afghanistan,AF,Khash Rud,"31.153055,62.006668","Khash Rud, Nimruz, Afghanistan,",Islamic Extremist (Sunni),"On 13 April 2010, in Khash Rud, Nimruz, Afghanistan, a landmine exploded, wounding two civilians and damaging one tractor.  No group claimed responsibility.","Khash Rud, landmine, Nimruz, tractor",0,0,2,Yes,Landmine,Bombing,Yes,Nimruz,No,No,13,Apr,4,2010
201006704,4-Mar-10,2010-03-04,"7 contractors workers killed, 1 other wounded in armed attack in Panjva'i, Kandahar, Afghanistan",Afghanistan,AF,Panjva'i,"31.521944,65.459724","Panjwa'i, Kandahar, Afghanistan,",Islamic Extremist (Sunni),"On 4 March 2010, at 7:30 AM, in Panjva'i, Kandahar, Afghanistan, assailants fired on the vehicle of a road construction company, killing seven Pakistani road construction workers, wounding one other, and damaging the vehicle.  No group claimed responsibility.","construction, construction company, construction workers, Panjva, road, road construction, road construction company, road construction workers",7,0,1,Yes,Firearm,Armed Attack,Yes,Kandahar,No,No,4,Mar,3,2010
201006270,27-Feb-10,2010-02-27,"4 police officers killed, 1 other injured in IED attack by Taliban in Alisher Terizai, Khowst, Afghanistan",Afghanistan,AF,Alisher Terizai,"33.383335,69.883331","Khowst, Afghanistan,",Islamic Extremist (Sunni),"On 27 February 2010, at about 11:00 AM, in Haroonkhel, Alisher Terizai, Khowst, Afghanistan, an improvised explosive device (IED) exploded when it was struck by a Border Police vehicle, killing four Border Police officers, injuring one other, and damaging the vehicle.  The Taliban claimed responsibility.","Alisher Terizai, border police, Khowst, vehicle",4,0,1,Yes,"Explosive, IED",Bombing,Yes,Khowst,No,Yes,27,Feb,2,2010
201010746,7-Jun-10,2010-06-07,"District headquarters targeted in Chamkani, Paktia, Afghanistan",Afghanistan,AF,Chamkani,"33.944721,69.715279","Chamkani, Paktia, Afghanistan,",Islamic Extremist (Sunni),"On or about 7 June 2010, in Chamkani, Paktia, Afghanistan, assailants attacked the district headquarters by unknown means, causing no reported injuries or damage.  No group claimed responsibility.","Chamkani, district headquarters, headquarters, means, Paktia, unknown means",0,0,0,Yes,Unknown,Unknown,Yes,Paktia,No,No,7,Jun,6,2010
201009161,7-May-10,2010-05-07,"Civilian vehicle targeted in IED attack near Konduz, Kondoz, Afghanistan",Afghanistan,AF,Konduz,"36.727501,68.864723","Kunduz, Kondoz, Afghanistan,",Islamic Extremist (Sunni),"On or about 7 May 2010, in the morning, near Konduz, Kondoz, Afghanistan, assailants detonated an improvised explosive device (IED) targeting a civilian vehicle, causing no injuries or damage.  No group claimed responsibility.","Afghanistan, civilian vehicle, Kondoz, Konduz, morning, targeting",0,0,0,Yes,"Explosive, IED",Bombing,Yes,Kondoz,No,Yes,7,May,5,2010
201009583,9-May-10,2010-05-09,"District headquarters targeted in rocket attack in Mahmud-e Raqi, Kapisa, Afghanistan",Afghanistan,AF,Mahmud-e Raqi,"35.009998,69.339996","Mahmud-e Raqi, Kapisa, Afghanistan,",Islamic Extremist (Sunni),"On 9 May 2010, in Mahmud-e Raqi, Kapisa, Afghanistan, assailants fired a rocket at the district headquarters but caused no injuries or damage.  No group claimed responsibility.","district headquarters, headquarters, Kapisa, Mahmud, rockets",0,0,0,No,Missile/Rocket,Armed Attack,Yes,Kapisa,No,No,9,May,5,2010
201000169,10-Jan-10,2010-01-10,"3 civilians, 1 child killed, 2 civilians injured in RPG attack by suspected Taliban in Dowlatabad, Faryab, Afghanistan",Afghanistan,AF,Dowlatabad,"36.437221,64.922775","Dowlatabad, Faryab, Afghanistan,",Islamic Extremist (Sunni),"On 10 January 2010, in Dowlatabad, Faryab, Afghanistan, assailants fired rocket-propelled grenades (RPG) into a residence, killing three civilians, one child, injuring two civilians, and damaging the residence.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","child, Dowlatabad, Faryab, grenade, propelled grenades, residence",4,0,2,Yes,RPG,Armed Attack,Yes,Faryab,No,No,10,Jan,1,2010
201010758,7-Jun-10,2010-06-07,"Governor's residence targeted in rocket attacks in Ghazni, Ghazni, Afghanistan",Afghanistan,AF,Ghazni,"33.550835,68.422501","Ghazni, Ghazni, Afghanistan,",Islamic Extremist (Sunni),"On or about 7 June 2010, in Ghazni, Ghazni, Afghanistan, assailants fired rockets targeting the governor's residence on two different occasions, causing no injuries or damage.  No group claimed responsibility.","Ghazni, governor, occasions, residence, rockets, s residence",0,0,0,Yes,Missile/Rocket,Armed Attack,Yes,Ghazni,No,No,7,Jun,6,2010
201007971,12-Apr-10,2010-04-12,"4 police officers killed, 2 others wounded in IED attack in Ghowrmach, Faryab, Afghanistan",Afghanistan,AF,Ghowrmach,"36.250000,64.833328","Faryab, Afghanistan,",Islamic Extremist (Sunni),"On 12 April 2010, in the early morning, in Ghowrmach, Faryab, Afghanistan, assailants detonated an improvised explosive device (IED) targeting a police vehicle, killing four police officers, wounding two others, and destroying the vehicle.  No group claimed responsibility.","early morning, Faryab, Ghowrmach, morning, police, police vehicle, targeting, vehicle",4,0,2,Yes,"Explosive, IED",Bombing,Yes,Faryab,No,Yes,12,Apr,4,2010
201007031,20-Mar-10,2010-03-20,"1 police officer killed, 1 other injured in armed attack in Vardak, Afghanistan",Afghanistan,AF,None,"34.333328,68.250000","Vardak, Afghanistan,",Islamic Extremist (Sunni),"On 20 March 2010, in Vardak, Afghanistan, armed assailants fired on police officers, killing one police officer and wounding one other.  No group claimed responsibility.","officers, police, police officers, Vardak",1,0,1,Yes,Firearm,Armed Attack,Yes,Vardak,No,No,20,Mar,3,2010
201007430,8-Mar-10,2010-03-08,"3 police officers kidnapped in Mundul, Nurestan, Afghanistan",Afghanistan,AF,Mundul,"35.283611,70.168892","Mandul, Nurestan, Afghanistan,",Islamic Extremist (Sunni),"On 8 March 2010, in Gandomak, Mundul, Nurestan, Afghanistan, assailants attacked a police checkpoint by unknown means, damaging the checkpoint but causing no injuries.  The assailants then set the checkpoint on fire and kidnapped three officers.  Later, the assailants released the officers.  No group claimed responsibility.","checkpoint, means, Mundul, Nurestan, police checkpoint, unknown means",0,3,0,Yes,"Firebomb/Incendiary, Unknown","Arson/Firebombing, Kidnapping, Unknown",Yes,Nurestan,No,No,8,Mar,3,2010
201014410,18-Sep-10,2010-09-18,"1 civilian, 1 child killed, 5 civilians injured in IED attack in Shindand, Herat, Afghanistan",Afghanistan,AF,Shindand,"33.301388,62.148056","Shindand, Herat, Afghanistan,",Islamic Extremist (Sunni),"On 18 September 2010, in Zer Koh, Shindand, Herat, Afghanistan, an improvised explosive device (IED) exploded when it was struck by a vehicle, killing one civilian and one child, injuring five civilians, and damaging the vehicle.  No group claimed responsibility.","child, Herat, September, Shindand, vehicle",2,0,5,Yes,"Explosive, IED",Bombing,Yes,Herat,No,Yes,18,Sep,9,2010
201010061,3-Jun-10,2010-06-03,"Unknown target in IED attack by suspected Taliban in Qalat, Zabol, Afghanistan",Afghanistan,AF,Qalat,"32.106667,66.910553","Kalat, Zabol, Afghanistan,",Islamic Extremist (Sunni),"On 3 June 2010, in the morning, in Qalat, Zabol, Afghanistan, assailants detonated an improvised explosive device (IED) against an unknown target, causing no injuries or damage.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","June, morning, Qalat, Taliban, targeting, unknown target, Zabol",0,0,0,Yes,"Explosive, IED",Bombing,Yes,Zabol,No,Yes,3,Jun,6,2010
201012447,22-Jul-10,2010-07-22,"District headquarters targeted in armed attack in Chaparhar, Nangarhar, Afghanistan",Afghanistan,AF,Chaparhar,"34.392776,70.550278","Chaplyar Khwar, Nangarhar, Afghanistan,",Islamic Extremist (Sunni),"On or about 22 July 2010, in Chaparhar, Nangarhar, Afghanistan, assailants fired mortars and/or rockets at the district headquarters but caused no injuries or damage.  No group claimed responsibility.","Chaparhar, district headquarters, headquarters, mortar, Nangarhar, rockets",0,0,0,No,"Missile/Rocket, Mortar/Artillery",Armed Attack,Yes,Nangarhar,No,No,22,Jul,7,2010
201006652,22-Feb-10,2010-02-22,"Residence targeted in armed attack in Feyzabad, Jowzjan, Afghanistan",Afghanistan,AF,Feyzabad,"36.819721,66.460831","Feyzabad, Jowzjan, Afghanistan,",Islamic Extremist (Sunni),"On or about 22 February 2010, in Gorjak village, Feyzabad, Jowzjan, Afghanistan, armed assailants fired upon and threw grenades at the residence of a former military member, causing no injuries or damage.  No group claimed responsibility.","Feyzabad, grenade, Jowzjan, member, military member, village",0,0,0,No,"Firearm, Grenade",Armed Attack,Yes,Jowzjan,No,No,22,Feb,2,2010
201013155,24-Jul-10,2010-07-24,"2 civilians kidnapped in Balkh, Afghanistan",Afghanistan,AF,None,"36.750000,67.000000","Balkh, Afghanistan,",Islamic Extremist (Sunni),"On 24 July 2010, in Balkh, Afghanistan, assailants kidnapped two civilians.  Later, the assailants released one victim unharmed.  No group claimed responsibility.","Afghanistan, Balkh, July, victim",0,2,0,Yes,Unknown,Kidnapping,Yes,Balkh,No,No,24,Jul,7,2010
201013805,22-Aug-10,2010-08-22,"1 civilian injured in IED attack in Balabolok, Farah, Afghanistan",Afghanistan,AF,Balabolok,"32.500000,62.500000","Farah, Afghanistan,",Islamic Extremist (Sunni),"On or about 22 August 2010, in Balabolok, Farah, Afghanistan, an improvised explosive device (IED) exploded when it was struck, injuring one civilian.  No group claimed responsibility.","Afghanistan, August, Balabolok, Farah",0,0,1,Yes,"Explosive, IED",Bombing,Yes,Farah,No,Yes,22,Aug,8,2010
201013558,25-Aug-10,2010-08-25,"3 fuel tankers damaged in arson by suspected Taliban in Pol-e 'Alam, Lowgar, Afghanistan",Afghanistan,AF,Pol-e 'Alam,"34.038334,69.020836","Kolangar, Lowgar, Afghanistan,",Islamic Extremist (Sunni),"On 25 August 2010, at about 5:00 PM, in Pol-e 'Alam, Lowgar, Afghanistan, assailants set fire to three tankers carrying fuel for North Atlantic Treaty Organization (NATO) forces, damaging all three tankers but causing no injuries.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","Alam, fuel, Lowgar, NATO, North Atlantic Treaty Organization, tanker",0,0,0,Yes,Firebomb/Incendiary,Arson/Firebombing,Yes,Lowgar,No,No,25,Aug,8,2010
201008481,23-Apr-10,2010-04-23,"Police checkpoint targeted in armed attack in Wor Mamay, Paktika, Afghanistan",Afghanistan,AF,Wor Mamay,"32.416668,68.750000","Paktika, Afghanistan,",Islamic Extremist (Sunni),"On 23 April 2010, in Wor Mamay, Paktika, Afghanistan, assailants fired on a police checkpoint, causing no injuries or damage.  No group claimed responsibility.","Afghanistan, April, checkpoint, Paktika, police checkpoint",0,0,0,Yes,Firearm,Armed Attack,Yes,Paktika,No,No,23,Apr,4,2010
201014407,18-Sep-10,2010-09-18,"1 polling center damaged by suspected Taliban in Tulak, Ghowr, Afghanistan",Afghanistan,AF,Tulak,"33.978611,63.727501","Tulak, Ghowr, Afghanistan,",Islamic Extremist (Sunni),"On 18 September 2010, in Rezan, Tulak, Ghowr, Afghanistan, assailants attacked a polling center, damaging the polling center by unknown means but causing no injuries.  The assailants then stole election material from the center.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","center, election materials, elections, Ghowr, materials, means, unknown means",0,0,0,No,Unknown,"Theft, Unknown",Yes,Ghowr,No,No,18,Sep,9,2010
201010943,24-Jun-10,2010-06-24,"11 civilians kidnapped and killed in assault by suspected Taliban in Khas Oruzgan, Oruzgan, Afghanistan",Afghanistan,AF,Khas Oruzgan,"32.833328,66.000000","Oruzgan, Afghanistan,",Islamic Extremist (Sunni),"On 24 June 2010, at 5:00 PM, in Khas Oruzgan, Oruzgan, Afghanistan, assailants kidnapped 11 civilians.  On 25 June 2010, in the same area, the beheaded bodies of the kidnap victims were found.  No group claimed responsibility, although it was widely believed the Taliban was responsible.","beheaded body, body, June, Khas Oruzgan, kidnap, kidnap victims, Oruzgan",11,0,0,Yes,Primitive,"Assault, Kidnapping",Yes,Oruzgan,No,No,24,Jun,6,2010
