ICN,Event_Type_List
201013212,Armed Attack
201013253,Armed Attack
201014010,Bombing
201013417,Armed Attack
201013146,Assault
201013208,Assault
201013665,Assault
201014013,Assault
201014013, Kidnapping
201014321,Assault
201014321, Theft
201013498,Unknown
201013799,Kidnapping
201014227,Kidnapping
201014231,Kidnapping
201014226,Kidnapping
201014277,Bombing
201014275,Armed Attack
201014275, Bombing
201014275, Suicide
201014071,Bombing
201013922,Bombing
201014075,Bombing
201014715,Bombing
201014740,Bombing
201014712,Bombing
201014707,Bombing
201014708,Bombing
201013527,Bombing
201013612,Bombing
201013522,Bombing
201014148,Armed Attack
201014060,Armed Attack
201014060, Kidnapping
201014192,Armed Attack
201014192, Kidnapping
201013408,Armed Attack
201014816,Armed Attack
201014367,Armed Attack
201014279,Armed Attack
201014028,Armed Attack
201014242,Armed Attack
201013525,Armed Attack
201014149,Armed Attack
201014149, Arson/Firebombing
201013407,Arson/Firebombing
201014370,Arson/Firebombing
201014370, Kidnapping
201014368,Armed Attack
201014368, Arson/Firebombing
201013280,Armed Attack
201013280, Kidnapping
201013912,Arson/Firebombing
201013284,Arson/Firebombing
201014742,Armed Attack
201013906,Bombing
201015177,Bombing
201014064,Armed Attack
201013909,Armed Attack
201013285,Assault
201013921,Unknown
201014076,Unknown
201014239,Kidnapping
201014236,Kidnapping
201014271,Bombing
201014137,Bombing
201014749,Bombing
201014528,Bombing
201014552,Armed Attack
201014139,Armed Attack
201014810,Armed Attack
201014792,Armed Attack
201014747,Armed Attack
201014831,Armed Attack
201014805,Armed Attack
201014814,Armed Attack
201014284,Armed Attack
201014284, Kidnapping
201014372,Armed Attack
201014281,Armed Attack
201014374,Armed Attack
201014387,Armed Attack
201013409,Armed Attack
201014445,Armed Attack
201014401,Armed Attack
201013517,Armed Attack
201014039,Armed Attack
201014353,Armed Attack
201013952,Armed Attack
201013952, Assault
201014736,Arson/Firebombing
201014736, Theft
201014845,Arson/Firebombing
201014845, Assault
201013915,Armed Attack
201014163,Armed Attack
201014142,Armed Attack
201013917,Kidnapping
201014056,Unknown
201014558,Unknown
201014406,Kidnapping
201014276,Armed Attack
201014276, Bombing
201013958,Bombing
201013960,Bombing
201014820,Bombing
201014764,Bombing
201014779,Bombing
201014288,Bombing
201014288, Suicide
201014318,Bombing
201014377,Bombing
201014297,Bombing
201014297, Suicide
201014247,Bombing
201013588,Bombing
201014524,Armed Attack
201014130,Armed Attack
201014044,Kidnapping
201013989,Kidnapping
201014046,Armed Attack
201014121,Armed Attack
201014121, Kidnapping
201014055,Armed Attack
201014041,Arson/Firebombing
201014416,Bombing
201014416, Suicide
201014132,Armed Attack
201013489,Assault
201013568,Kidnapping
201014240,Kidnapping
201014543,Unknown
201014717,Kidnapping
201014447,Bombing
201013927,Bombing
201014022,Bombing
201014027,Bombing
201014848,Bombing
201014850,Bombing
201014327,Bombing
201014123,Armed Attack
201014382,Armed Attack
201014332,Armed Attack
201014385,Armed Attack
201014384,Armed Attack
201014248,Armed Attack
201013521,Armed Attack
201013519,Armed Attack
201014110,Armed Attack
201014109,Armed Attack
201014068,Armed Attack
201014080,Armed Attack
201014089,Armed Attack
201014089, Arson/Firebombing
201014032,Arson/Firebombing
201014032, Kidnapping
201014032, Unknown
201014359,Armed Attack
201013518,Armed Attack
201013518, Kidnapping
201014380,Arson/Firebombing
201014030,Bombing
201013919,Bombing
201013919, Suicide
201013920,Bombing
201013920, Suicide
201013965,Armed Attack
201014115,Armed Attack
201014851,Armed Attack
201014360,Assault
201014745,Assault
201014745, Kidnapping
201014551,Unknown
201014495,Unknown
201014201,Kidnapping
201014544,Kidnapping
201014544, Unknown
201014741,Kidnapping
201014978,Armed Attack
201014978, Near Miss/Non Attack Incident
201014117,Bombing
201013968,Bombing
201014116,Bombing
201013982,Bombing
201014156,Bombing
201014023,Bombing
201013978,Bombing
201014024,Bombing
201014884,Bombing
201014883,Bombing
201014852,Bombing
201014881,Bombing
201014334,Bombing
201013636,Bombing
201013636, Suicide
201013955,Armed Attack
201013928,Armed Attack
201014113,Armed Attack
201013530,Armed Attack
201014916,Armed Attack
201014440,Armed Attack
201014439,Armed Attack
201014437,Armed Attack
201014336,Armed Attack
201016549,Unknown
201013637,Armed Attack
201013637, Arson/Firebombing
201014853,Armed Attack
201014853, Bombing
201014853, Suicide
201015238,Armed Attack
201015238, Bombing
201013984,Arson/Firebombing
201013576,Arson/Firebombing
201014338,Armed Attack
201014085,Armed Attack
201014034,Bombing
201014034, Suicide
201013572,Bombing
201015178,Bombing
201013932,Assault
201014119,Unknown
201014066,Kidnapping
201014114,Unknown
201014533,Unknown
201014122,Unknown
201014797,Kidnapping
201014365,Kidnapping
201014451,Bombing
201015049,Bombing
201014924,Bombing
201015063,Bombing
201014933,Bombing
201015055,Bombing
201015009,Bombing
201014927,Bombing
201014052,Bombing
201014154,Bombing
201014053,Bombing
201014061,Bombing
201014153,Bombing
201013547,Bombing
201013604,Bombing
201013954,Armed Attack
201013862,Armed Attack
201014124,Armed Attack
201013562,Armed Attack
201013562, Kidnapping
201015010,Armed Attack
201015070,Armed Attack
201014918,Armed Attack
201015054,Armed Attack
201014204,Armed Attack
201014256,Armed Attack
201013663,Armed Attack
201013544,Armed Attack
201015069,Armed Attack
201015069, Other
201013624,Armed Attack
201013624, Near Miss/Non Attack Incident
201014063,Arson/Firebombing
201013956,Arson/Firebombing
201013956, Kidnapping
201013956, Unknown
201014045,Bombing
201014045, Suicide
201013897,Armed Attack
201013891,Armed Attack
201014129,Armed Attack
201015067,Armed Attack
201014150,Armed Attack
201013957,Kidnapping
201014251,Bombing
201014449,Armed Attack
201014449, Arson/Firebombing
201014449, Bombing
201014449, Threat
201014520,Bombing
201014608,Bombing
201014545,Bombing
201013581,Bombing
201015075,Bombing
201015074,Bombing
201014067,Bombing
201014660,Armed Attack
201014519,Armed Attack
201014549,Barricade/Hostage
201015076,Armed Attack
201015079,Armed Attack
201015077,Armed Attack
201014065,Kidnapping
201013537,Armed Attack
201014147,Armed Attack
201013501,Armed Attack
201013535,Armed Attack
201014576,Armed Attack
201014623,Armed Attack
201014624,Armed Attack
201014620,Armed Attack
201014658,Armed Attack
201014621,Armed Attack
201015008,Arson/Firebombing
201014254,Armed Attack
201014582,Armed Attack
201014029,Armed Attack
201014378,Bombing
201014062,Bombing
201014662,Armed Attack
201014654,Armed Attack
201014655,Armed Attack
201014652,Armed Attack
201014653,Armed Attack
201014651,Armed Attack
201014642,Armed Attack
201014643,Armed Attack
201014657,Armed Attack
201014133,Armed Attack
201014546,Armed Attack
201014612,Unknown
201014626,Unknown
201014535,Unknown
201014615,Unknown
201013961,Kidnapping
201014631,Unknown
201014614,Unknown
201014605,Unknown
201014661,Unknown
201014635,Unknown
201014529,Unknown
201014611,Unknown
201014630,Unknown
201014610,Unknown
201013634,Kidnapping
201013574,Kidnapping
201013574, Unknown
201013602,Kidnapping
201013602, Unknown
201014200,Bombing
201013918,Bombing
201013918, Suicide
201013970,Bombing
201014037,Bombing
201014031,Bombing
201013631,Bombing
201015096,Bombing
201015130,Bombing
201015103,Bombing
201015191,Bombing
201015095,Bombing
201015100,Bombing
201015190,Bombing
201015101,Bombing
201014218,Bombing
201014218, Near Miss/Non Attack Incident
201014120,Bombing
201014206,Bombing
201014206, Near Miss/Non Attack Incident
201013916,Armed Attack
201013896,Armed Attack
201015153,Armed Attack
201015098,Armed Attack
201014158,Armed Attack
201014162,Armed Attack
201014152,Kidnapping
201014125,Arson/Firebombing
201014128,Arson/Firebombing
201013622,Armed Attack
201013622, Kidnapping
201014127,Arson/Firebombing
201015106,Armed Attack
201016974,Bombing
201015131,Bombing
201015131, Suicide
201014553,Armed Attack
201015122,Armed Attack
201015192,Assault
201014050,Armed Attack
201014050, Bombing
201014596,Armed Attack
201014596, Bombing
201014596, Suicide
201013908,Bombing
201013976,Bombing
201013587,Bombing
201015139,Bombing
201015147,Bombing
201014135,Bombing
201014135, Suicide
201014143,Bombing
201016721,Bombing
201016721, Unknown
201013904,Armed Attack
201013632,Armed Attack
201015138,Armed Attack
201015154,Armed Attack
201015322,Armed Attack
201014599,Armed Attack
201014475,Armed Attack
201014475, Theft
201014475, Threat
201013974,Armed Attack
201013974, Assault
201013974, Barricade/Hostage
201016675,Arson/Firebombing
201015143,Arson/Firebombing
201015143, Assault
201013635,Arson/Firebombing
201013635, Theft
201015140,Armed Attack
201014086,Armed Attack
201013633,Bombing
201013633, Suicide
201013972,Armed Attack
201014394,Armed Attack
201014512,Armed Attack
201014513,Armed Attack
201014398,Armed Attack
201015214,Assault
201013962,Kidnapping
201014748,Kidnapping
201014038,Armed Attack
201014038, Bombing
201014141,Bombing
201014264,Bombing
201013905,Kidnapping
201014199,Armed Attack
201014260,Armed Attack
201014261,Armed Attack
201014386,Armed Attack
201016677,Arson/Firebombing
201014557,Armed Attack
201014414,Armed Attack
201014263,Bombing
201014837,Armed Attack
201014837, Hijacking
201014837, Near Miss/Non Attack Incident
201014471,Bombing
201014464,Bombing
201015264,Bombing
201015265,Bombing
201014679,Bombing
201014489,Armed Attack
201014169,Armed Attack
201016683,Arson/Firebombing
201016680,Arson/Firebombing
201014018,Arson/Firebombing
201014265,Armed Attack
201015320,Armed Attack
201014770,Assault
201014770, Kidnapping
201014491,Unknown
201014817,Armed Attack
201014817, Assault
201014817, Bombing
201015293,Bombing
201015377,Bombing
201015276,Bombing
201014674,Bombing
201014681,Bombing
201014678,Bombing
201014463,Armed Attack
201014463, Kidnapping
201014078,Armed Attack
201015184,Armed Attack
201015294,Armed Attack
201015277,Armed Attack
201015367,Armed Attack
201014258,Armed Attack
201014069,Armed Attack
201015185,Bombing
201014466,Bombing
201014466, Suicide
201014462,Armed Attack
201014460,Armed Attack
201014671,Assault
201014789,Assault
201014366,Kidnapping
201014795,Kidnapping
201014795, Unknown
201014798,Kidnapping
201014015,Bombing
201014155,Bombing
201014289,Armed Attack
201014289, Near Miss/Non Attack Incident
201014468,Bombing
201015368,Bombing
201015383,Bombing
201015318,Bombing
201015344,Bombing
201015413,Bombing
201014502,Armed Attack
201013930,Armed Attack
201015370,Armed Attack
201015414,Armed Attack
201015298,Armed Attack
201015371,Armed Attack
201014431,Armed Attack
201015033,Armed Attack
201014836,Armed Attack
201014006,Armed Attack
201014006, Arson/Firebombing
201014042,Armed Attack
201014042, Bombing
201014459,Arson/Firebombing
201016684,Arson/Firebombing
201014126,Arson/Firebombing
201014516,Armed Attack
201014465,Armed Attack
201014461,Unknown
201014196,Kidnapping
201014369,Kidnapping
201014173,Bombing
201015183,Bombing
201014266,Bombing
201014453,Bombing
201014375,Bombing
201014685,Bombing
201014685, Near Miss/Non Attack Incident
201014429,Armed Attack
201014457,Armed Attack
201014458,Armed Attack
201014434,Armed Attack
201014146,Armed Attack
201014146, Kidnapping
201015422,Armed Attack
201015420,Armed Attack
201015416,Armed Attack
201015394,Armed Attack
201015418,Armed Attack
201015417,Armed Attack
201014684,Armed Attack
201014694,Armed Attack
201014691,Kidnapping
201014690,Armed Attack
201015037,Armed Attack
201014203,Armed Attack
201014371,Armed Attack
201014140,Armed Attack
201014140, Assault
201014829,Armed Attack
201014829, Kidnapping
201014178,Arson/Firebombing
201014178, Assault
201014699,Armed Attack
201014698,Armed Attack
201014697,Armed Attack
201015430,Assault
201014432,Unknown
201014272,Kidnapping
201014821,Kidnapping
201014420,Bombing
201015399,Bombing
201015454,Bombing
201015397,Bombing
201015396,Bombing
201015453,Bombing
201014346,Bombing
201014733,Kidnapping
201014423,Armed Attack
201014303,Kidnapping
201015423,Armed Attack
201015425,Armed Attack
201015398,Armed Attack
201014077,Armed Attack
201013852,Arson/Firebombing
201013852, Theft
201014428,Armed Attack
201016685,Arson/Firebombing
201014195,Arson/Firebombing
201014419,Armed Attack
201014467,Armed Attack
201014470,Armed Attack
201014469,Armed Attack
201014283,Assault
201014283, Kidnapping
201014484,Unknown
201015309,Unknown
201015257,Kidnapping
201015256,Kidnapping
201014291,Bombing
201015022,Bombing
201014505,Bombing
201014506,Bombing
201014496,Bombing
201014074,Bombing
201015047,Bombing
201014648,Bombing
201014664,Bombing
201014647,Bombing
201014641,Bombing
201014641, Suicide
201014637,Bombing
201014649,Bombing
201014665,Bombing
201014622,Bombing
201014628,Bombing
201014486,Armed Attack
201014278,Armed Attack
201014663,Armed Attack
201014181,Armed Attack
201014613,Armed Attack
201014633,Arson/Firebombing
201014619,Armed Attack
201014619, Kidnapping
201014101,Armed Attack
201014096,Armed Attack
201014294,Armed Attack
201015211,Armed Attack
201014846,Assault
201014846, Barricade/Hostage
201014846, Kidnapping
201016686,Arson/Firebombing
201014317,Arson/Firebombing
201014538,Armed Attack
201014282,Armed Attack
201014636,Assault
201014292,Kidnapping
201014280,Unknown
201015314,Theft
201015314, Unknown
201015071,Kidnapping
201015071, Unknown
201015024,Kidnapping
201015024, Unknown
201014847,Kidnapping
201014580,Kidnapping
201014580, Unknown
201014358,Bombing
201014307,Bombing
201014300,Bombing
201014759,Bombing
201014776,Bombing
201014774,Bombing
201014706,Bombing
201014556,Bombing
201014689,Bombing
201014350,Bombing
201014095,Bombing
201014806,Armed Attack
201013991,Armed Attack
201014073,Armed Attack
201014286,Armed Attack
201016693,Arson/Firebombing
201014514,Armed Attack
201014705,Bombing
201015251,Assault
201014500,Kidnapping
201014499,Kidnapping
201014666,Kidnapping
201014320,Bombing
201014498,Bombing
201014517,Bombing
201014343,Bombing
201014417,Bombing
201014971,Bombing
201014410,Bombing
201014857,Bombing
201014373,Bombing
201014422,Bombing
201014342,Bombing
201014310,Bombing
201014878,Bombing
201014415,Bombing
201014856,Bombing
201014340,Bombing
201014436,Bombing
201014376,Bombing
201014344,Bombing
201014421,Bombing
201014811,Bombing
201014809,Bombing
201014527,Bombing
201014955,Armed Attack
201014393,Hijacking
201014954,Armed Attack
201014932,Armed Attack
201014349,Armed Attack
201014941,Armed Attack
201014339,Armed Attack
201014339, Barricade/Hostage
201014351,Armed Attack
201014507,Armed Attack
201014430,Armed Attack
201014389,Armed Attack
201014497,Armed Attack
201014438,Armed Attack
201014934,Armed Attack
201014935,Armed Attack
201014409,Armed Attack
201014812,Armed Attack
201014788,Armed Attack
201014768,Armed Attack
201014768, Barricade/Hostage
201014043,Armed Attack
201014554,Armed Attack
201015221,Armed Attack
201014093,Armed Attack
201014640,Armed Attack
201014640, Arson/Firebombing
201015254,Assault
201015254, Barricade/Hostage
201015254, Theft
201014936,Arson/Firebombing
201015052,Arson/Firebombing
201014645,Arson/Firebombing
201014646,Armed Attack
201014287,Armed Attack
201014287, Bombing
201014333,Armed Attack
201014976,Armed Attack
201014379,Armed Attack
201014331,Armed Attack
201014388,Armed Attack
201014345,Armed Attack
201014981,Armed Attack
201014319,Armed Attack
201014975,Armed Attack
201014508,Armed Attack
201014413,Armed Attack
201014412,Armed Attack
201014433,Armed Attack
201014381,Armed Attack
201014348,Armed Attack
201014399,Armed Attack
201014352,Armed Attack
201014979,Armed Attack
201014427,Armed Attack
201014309,Armed Attack
201014329,Armed Attack
201014931,Armed Attack
201014324,Armed Attack
201014914,Armed Attack
201014328,Armed Attack
201014892,Armed Attack
201014911,Armed Attack
201014873,Armed Attack
201014912,Armed Attack
201014895,Armed Attack
201014325,Armed Attack
201014910,Armed Attack
201014893,Armed Attack
201014922,Armed Attack
201014326,Armed Attack
201014958,Armed Attack
201014894,Armed Attack
201014944,Armed Attack
201014870,Armed Attack
201014960,Armed Attack
201014921,Armed Attack
201014510,Armed Attack
201014876,Armed Attack
201014962,Armed Attack
201014915,Armed Attack
201014923,Armed Attack
201014964,Armed Attack
201014871,Armed Attack
201014509,Armed Attack
201014946,Armed Attack
201015001,Armed Attack
201014323,Armed Attack
201014872,Armed Attack
201014959,Armed Attack
201014875,Armed Attack
201014920,Armed Attack
201014511,Armed Attack
201014330,Armed Attack
